,airline_sentiment,name,text,tweet_created,tweet_location,user_timezone,hashtags,tags
11914,negative,law_econ,americanair doesnt address issue hold 30 min speak agent,24/02/15 11:06,"Newport Beach, CA",Central Time (US & Canada),[],['americanair']
11915,positive,SusieBarre,americanair got another flight thanks,24/02/15 11:06,,,[],['americanair']
11916,neutral,chrissieward71,americanair u r horriblewent online cancelled flight flightno button4thatcalled cs wait time 40 minsput 800calledit hungupnohelp,24/02/15 11:06,oklahoma,,['.800#called&it'],['americanair']
11917,negative,denismishin,americanair submitted case aa customer relations two weeks ago word ever since whats point even cr,24/02/15 11:06,"Bellevue, WA",Eastern Time (US & Canada),[],['americanair']
11918,negative,djjohnpayne,americanair near gate mean sitting plane almost 2 hours yeah,24/02/15 11:05,"Las Vegas, NV",Pacific Time (US & Canada),[],['americanair']
11919,positive,ThisIsKari,americanair dont think help based behavior voucher cot seem like enough lol,24/02/15 11:04,"Dallas, TX",Central Time (US & Canada),[],['americanair']
11920,negative,ELLLORRAC,americanair still waiting flight get money back,24/02/15 11:04,,Central Time (US & Canada),[],['americanair']
11921,negative,jkordyback,americanair cancelled flighted flight really dont need much trouble,24/02/15 11:01,"North Saanich, BC",Pacific Time (US & Canada),[],['americanair']
11922,negative,Andrew_Wasila,americanair andrew_wasila sorry uncomfortable andrew sma,24/02/15 11:01,,Quito,[],['andrew_wasila']
11923,neutral,penyu1818,americanair hi please ticket award ticket status request thanks,24/02/15 11:01,,,[],['americanair']
11924,positive,rakugojon,americanair got back eventually rollercoaster got airport got speak someone things got fixed quick,24/02/15 10:59,San Francisco,London,[],['americanair']
11925,negative,aaronmsantos,americanair thats 16 extra hours travel time missed vacation time guys messing professional life,24/02/15 10:59,"Brooklyn, NY and all over.",Quito,[],['americanair']
11926,negative,lilirr,americanair checked app since yesterday confirmed upgrade carry got counter manager upgraded somebody else seat,24/02/15 10:59,,Mountain Time (US & Canada),[],['americanair']
11927,negative,AesaGaming,americanair trying desperately get boyfriend booked us airways flight price help,24/02/15 10:58,,,[],['americanair']
11928,positive,TheVirtualJosh,americanair yes yes yesso glad headed home,24/02/15 10:57,,,[],['americanair']
11929,negative,ferraro__rocher,americanair dont worry ill sending letter expect compensation fly twice week wyou guysfor,24/02/15 10:55,"Plano, TX",Mountain Time (US & Canada),[],['americanair']
11930,positive,MeeestarCoke,americanair thanks,24/02/15 10:55,BK,,[],['americanair']
11931,positive,THE_amandajean,americanair thanks keep updated hope make either connections killeen tx,24/02/15 10:54,the one and only TEXAS!!!!,Mountain Time (US & Canada),[],['americanair']
11932,negative,HollyKinnamon,americanair hold wcustomer service line 68 minutes phone agent 35 min bf call droped,24/02/15 10:53,"Washington, DC",Quito,[],['americanair']
11933,negative,barbararwill,americanair tried book rwrd told couldnt bought tix usair aano choice didnt bother aadv svc,24/02/15 10:52,Mexico City,,[],['americanair']
11934,neutral,idk_but_youtube,americanair know suicide second leading cause death among teens 1024,24/02/15 10:45,1/1 loner squad,Eastern Time (US & Canada),[],['americanair']
11935,negative,alicizzle,americanair narrowly made standbylots snags trip,24/02/15 10:42,MiniApple(s),,[],['americanair']
11936,neutral,pbpinftworth,americanair pbpinftworth iphone 6 64gb 6 plus,24/02/15 10:41,"DFW, TX",Central Time (US & Canada),[],"['americanair', 'pbpinftworth']"
11937,negative,JesicaLSantos,americanair ordered always 9hour flight delayed 4 hours worse ever forgot meal,24/02/15 10:37,NY (Globetrotter.ExBonaerense),,[],['americanair']
11938,positive,mpresdenver,americanair thanks much,24/02/15 10:36,"Denver, Colorado",Mountain Time (US & Canada),[],['americanair']
11939,positive,saianel,americanair robertdwyer aa doesnt charge fees change award tickets long origin destination award type remains,24/02/15 10:33,Texas,Mountain Time (US & Canada),[],"['americanair', 'robertdwyer']"
11940,negative,SusieBarre,americanair need flight tonight isnt anything else,24/02/15 10:33,,,[],['americanair']
11941,positive,oobunillaoo,americanair thank confirmation,24/02/15 10:33,usa::fr::uk,London,[],['americanair']
11942,negative,PBSamson,americanair spent 8 choppiest feed whiplash ever americanairlinesfail iwantmymoneyback,24/02/15 10:32,"Los Angeles, CA",Pacific Time (US & Canada),"['americanairlinesfail', 'iwantmymoneyback']",['americanair']
11943,neutral,waynebevan,americanair ok call likely tmrw uk time question process getting change charge reversed due bereavement,24/02/15 10:31,,Alaska,[],['americanair']
11944,negative,brownsrock,americanair please find bag singapore three days already without bag last known destination lax tag 580815 please help,24/02/15 10:28,"Bangkok, Thailand",Bangkok,[],['americanair']
11945,negative,jkordyback,americanair inconvenient convenient word,24/02/15 10:27,"North Saanich, BC",Pacific Time (US & Canada),[],['americanair']
11946,negative,jacquelinewins6,americanair response could made difference could made situation better trustget lost like bag,24/02/15 10:24,,,[],['americanair']
11947,negative,aaronmsantos,americanair delayed way puerto rico delayed way back new york disgraceful,24/02/15 10:24,"Brooklyn, NY and all over.",Quito,[],['americanair']
11948,negative,jacquelinewins6,americanair thats okyou may keep 25 lose bag info longer trust bad way handle,24/02/15 10:22,,,[],['americanair']
11949,negative,THE_amandajean,americanair come want go home cant miss another day work stuckinmemphis texasisclosed,24/02/15 10:22,the one and only TEXAS!!!!,Mountain Time (US & Canada),"['stuckinmemphis', 'texasisclosed']",['americanair']
11950,neutral,IoanGil,americanair photo,24/02/15 10:20,,London,[],['americanair']
11951,negative,djjohnpayne,americanair guys killing,24/02/15 10:19,"Las Vegas, NV",Pacific Time (US & Canada),[],['americanair']
11952,positive,pokecrastinator,americanair aww cool nice know still head one faves,24/02/15 10:11,United States,Mountain Time (US & Canada),[],['americanair']
11953,neutral,sammy575,americanair whats status flight 1357 sju,24/02/15 10:10,New York,Eastern Time (US & Canada),[],['americanair']
11954,neutral,mmanny,americanair would love dm twitter app says youre following cant,24/02/15 10:09,NYC,Eastern Time (US & Canada),[],['americanair']
11955,negative,BartonDVM,americanair wasnt offered perks usairways asked told thenewamerican,24/02/15 10:09,Arkansas,Central Time (US & Canada),['thenewamerican'],"['americanair', 'usairways.']"
11956,negative,chagaga2013,americanair good care customers anything happen take delta getting back nyc screw americanair,24/02/15 10:08,new york city,Central Time (US & Canada),[],"['americanair', 'delta', 'americanair']"
11957,negative,chagaga2013,americanair cost 200 dollars flight cancelled flightled couldnt even give food comp fly jetblue delta take,24/02/15 10:07,new york city,Central Time (US & Canada),[],"['americanair', 'jetblue', 'delta']"
11958,negative,chagaga2013,americanair say dumb things beat around bush youre flight cancelled flightled prepared compassion,24/02/15 10:06,new york city,Central Time (US & Canada),[],['americanair']
11959,neutral,pbpinftworth,americanair yes ios im running ios 813,24/02/15 10:05,"DFW, TX",Central Time (US & Canada),[],['americanair']
11960,negative,chagaga2013,americanair worst company ever please fly repeat please fly credit youre delayed,24/02/15 10:04,new york city,Central Time (US & Canada),[],['americanair']
11961,positive,alicizzle,americanair continues win ive never missed flight nice little quiet gate change made possible sheesh,24/02/15 10:02,MiniApple(s),,[],['americanair']
11962,neutral,mrespinosa1971,americanair keeping aa air crew chief cousin alex espinosa dfw,24/02/15 10:01,Great State of Texas,Central Time (US & Canada),[],['americanair']
11963,negative,MrsPang725,americanair lost cats missed flights kept crated 30 hrs wouldbe 5 hr trip youll never touch pets,24/02/15 9:59,City by the Bay,Eastern Time (US & Canada),[],['americanair']
11964,negative,EMesaLaw,americanair dont worry wont steal money,24/02/15 9:59,Greater New England Area,Quito,[],['americanair']
11965,negative,robkoenigld,americanair continually getting put hold painfully inexperienced people calling platinum desk,24/02/15 9:58,"indialantic, fl",Eastern Time (US & Canada),[],['americanair']
11966,negative,chone1984,americanair pretty lame response two paged single spaced letter,24/02/15 9:57,,Eastern Time (US & Canada),[],['americanair']
11967,negative,jacquelinewins6,americanair happens us mattersits response matters way drop ball aa,24/02/15 9:56,,,[],['americanair']
11968,negative,traveller5207,americanair looking help usairways award travel booked wife two boys seats assigned,24/02/15 9:55,Connecticut,Quito,[],['americanair']
11969,neutral,LordLasenby,americanair clarkey_19 done 1 truck biggie,24/02/15 9:54,,London,[],"['americanair', 'clarkey_19']"
11970,negative,martinesquivel,americanair itunesmusic put bad mood havent angry since spagnuolo coached rams,24/02/15 9:54,CA,Pacific Time (US & Canada),['rams'],"['americanair', 'itunesmusic']"
11971,negative,courtfierce,americanair cancelled flighted flight left help find hotel stay slept airport night_,24/02/15 9:53,513/lexingtonKY,Quito,[],['americanair']
11972,negative,TheVirtualJosh,americanair flight 1181 vegas dfw cancelled flightled sunday monday whammie today,24/02/15 9:52,,,[],['americanair']
11973,positive,sundialtours,americanair airport snow removal method 22 keep good work folks cessnas become 747s,24/02/15 9:50,"Astoria, OR",Tijuana,"['22...""']",['americanair']
11974,neutral,jjqb1,americanair birds could fly south america example argentina,24/02/15 9:49,,Buenos Aires,['argentina'],['americanair']
11975,negative,SusieBarre,americanair flight 386 jacksonville fl dallas showing cancelled flightled going rebooked another flight,24/02/15 9:48,,,[],['americanair']
11976,positive,kdtate,americanair great thanks,24/02/15 9:48,,,[],['americanair']
11977,positive,hooton,americanair awesome thanks,24/02/15 9:48,"Little Rock, AR",Central Time (US & Canada),[],['americanair']
11978,negative,SusieBarre,americanair flight 386 dallas jacksonville fl cancelled flightled one notified whats going,24/02/15 9:47,,,[],['americanair']
11979,negative,DBlock_Official,americanair extremely upset baggage handlers decide go luggage take belongings,24/02/15 9:47,Posted,Central Time (US & Canada),[],['americanair']
11980,negative,JesicaLSantos,americanair flight 65 delayed 4 hours 222 gf meals despite early request attendant seat fell leg badservice,24/02/15 9:46,NY (Globetrotter.ExBonaerense),,['badservice'],['americanair']
11981,negative,StefanNiemczyk,americanair always rely fly usair american employees rude unhappy,24/02/15 9:37,,Arizona,[],['americanair']
11982,negative,jkordyback,americanair robocalls another cancelled flightation dont accept change wont let connect agent wow,24/02/15 9:37,"North Saanich, BC",Pacific Time (US & Canada),[],['americanair']
11983,negative,gu_runyu,americanair said aa provide inflight wifi routes china based federal laws united,24/02/15 9:37,,,[],['americanair']
11984,negative,mwecker,americanair right two hours late flight seems due poor communication sounded like annoying onplane staff,24/02/15 9:36,"Washington, DC",Eastern Time (US & Canada),[],['americanair']
11985,negative,StefanNiemczyk,americanair im sure happened usairways status merger took place,24/02/15 9:36,,Arizona,[],['americanair']
11986,negative,mpresdenver,americanair u help rebook passenger via twitterdm hold 15 hours thanks,24/02/15 9:35,"Denver, Colorado",Mountain Time (US & Canada),[],['americanair']
11987,neutral,StefanNiemczyk,americanair id like apologize gate agent flight aa76 aware zone 1 nine precious gems,24/02/15 9:35,,Arizona,[],['americanair']
11988,neutral,RobertDwyer,americanair key point confusion whether make change even though initial flight booking problems us airways metal,24/02/15 9:34,"Wellesley, MA",Eastern Time (US & Canada),[],['americanair']
11989,neutral,RobertDwyer,americanair origindestinationdates going us airways connecting flight aa direct flight award saver level,24/02/15 9:34,"Wellesley, MA",Eastern Time (US & Canada),[],['americanair']
11990,neutral,gu_runyu,americanair old 777200 fly ordpvg get upgraded,24/02/15 9:33,,,[],['americanair']
11991,neutral,ItsMeLockett,americanair know little cold weather humor,24/02/15 9:33,USA,Central Time (US & Canada),[],['americanair']
11992,positive,susqhb,americanair none lax flights dfw cancelled flightled landing fine completely arbitrary,24/02/15 9:33,Dallas via NYC via the OC,Central Time (US & Canada),"['lax', 'dfw']",['americanair']
11993,negative,RobertDwyer,americanair doesnt really answer question maybe provide details give clarification,24/02/15 9:33,"Wellesley, MA",Eastern Time (US & Canada),[],['americanair']
11994,negative,paintbranch1398,americanair delayed bag friend lisa pafe got bag 3 days costa rica issue updates system,24/02/15 9:32,,,[],['americanair']
11995,neutral,treeguy81,americanair thanks,24/02/15 9:28,Raleigh NC,Quito,[],['americanair']
11996,positive,GoldensPleasure,americanair aww thanks aadfw gma amso understand btw aa airline im able trvlove guys,24/02/15 9:27,East Coast     CT.,Central Time (US & Canada),[],['americanair']
